EventID,Edep_MeV,#PE,#NoisePE,SignalPE,fine_bin,merged_bin
225221,0.5380000300942965,308,78,230,538,10
208739,0.5380000682596283,345,93,252,538,10
202684,0.5380000773318105,337,75,262,538,10
249436,0.5380001077488682,287,57,230,538,10
207509,0.5380001167217765,311,93,218,538,10
216239,0.5380001260916363,321,76,245,538,10
219791,0.53800013119908,367,103,264,538,10
213572,0.5380001879798094,337,71,266,538,10
243939,0.5380002288997294,299,67,232,538,10
231183,0.5380002489870768,311,91,220,538,10
242387,0.5380002740532907,274,61,213,538,10
245034,0.5380004493083738,313,71,242,538,10
201488,0.538000523336969,314,78,236,538,10
246977,0.5380005280725402,309,73,236,538,10
249718,0.5380006228844612,333,103,230,538,10
241198,0.5380006278051576,319,73,246,538,10
216167,0.5380006390694627,302,78,224,538,10
241064,0.5380006421940485,335,85,250,538,10
222630,0.538000648239002,275,59,216,538,10
234680,0.5380006531146884,309,87,222,538,10
223875,0.5380007360359388,299,75,224,538,10
200260,0.5380007692482057,309,73,236,538,10
225473,0.538000805539428,337,93,244,538,10
202582,0.5380008146676765,350,100,250,538,10
203772,0.5380008515695895,304,64,240,538,10
227399,0.5380009012866815,292,63,229,538,10
240185,0.5380009014474254,298,66,232,538,10
244519,0.538001011352582,257,61,196,538,10
240264,0.5380010463428113,290,82,208,538,10
206117,0.5380010688347981,279,70,209,538,10
241080,0.5380010909576497,311,70,241,538,10
231048,0.5380011164061586,349,99,250,538,10
210841,0.5380011365125374,347,81,266,538,10
234360,0.5380011818335849,281,54,227,538,10
228327,0.5380011846011513,274,56,218,538,10
232190,0.5380012673848222,310,63,247,538,10
232539,0.5380012813569792,320,65,255,538,10
238989,0.5380012889153339,329,85,244,538,10
248347,0.538001363662158,318,81,237,538,10
235793,0.5380014283531727,347,82,265,538,10
240598,0.5380015255598618,292,71,221,538,10
224342,0.5380015904024144,335,95,240,538,10
247325,0.5380015913809018,242,56,186,538,10
243512,0.5380016272138389,356,108,248,538,10
218270,0.538001753562962,304,79,225,538,10
224083,0.5380017539024395,307,73,234,538,10
213234,0.5380017568058121,341,104,237,538,10
217622,0.5380017755945429,346,102,244,538,10
201868,0.5380018170673712,299,72,227,538,10
235415,0.5380018818795115,279,63,216,538,10
217240,0.5380018882972751,311,79,232,538,10
248843,0.5380019459899638,305,70,235,538,10
235945,0.5380019754372101,327,82,245,538,10
239495,0.5380019819548776,314,79,235,538,10
202584,0.5380020167092268,294,74,220,538,10
246128,0.5380020340156562,294,68,226,538,10
244520,0.5380020498097395,317,76,241,538,10
228482,0.5380020605315036,310,80,230,538,10
248669,0.5380021534912791,339,91,248,538,10
237419,0.5380021603697933,301,60,241,538,10
226710,0.5380022198134242,296,74,222,538,10
249015,0.5380022680177072,316,61,255,538,10
224539,0.5380022837746811,305,73,232,538,10
246422,0.5380023366381239,318,79,239,538,10
222611,0.5380023609654947,284,58,226,538,10
239017,0.5380024137894711,307,78,229,538,10
210274,0.5380024215161473,345,81,264,538,10
205546,0.5380024356817747,295,71,224,538,10
232997,0.5380025365683075,330,75,255,538,10
245499,0.5380025777469747,275,66,209,538,10
241055,0.5380026516330929,358,85,273,538,10
247529,0.5380027039814331,340,80,260,538,10
201667,0.5380027674967928,305,62,243,538,10
245603,0.5380027746618058,315,73,242,538,10
244303,0.5380028171083516,307,77,230,538,10
214766,0.5380028312893231,327,94,233,538,10
247590,0.5380028475084223,303,70,233,538,10
215798,0.5380028702126075,326,88,238,538,10
228137,0.5380029189159684,292,61,231,538,10
243027,0.5380029976207807,282,61,221,538,10
205204,0.538002997860266,280,65,215,538,10
224860,0.5380030437139761,333,82,251,538,10
244273,0.5380030673600528,327,76,251,538,10
231251,0.5380031572832483,325,85,240,538,10
214905,0.5380031769262896,337,97,240,538,10
234669,0.5380032069236036,293,69,224,538,10
232859,0.538003209548521,320,73,247,538,10
212117,0.5380032393533104,318,78,240,538,10
213409,0.5380032670761933,290,70,220,538,10
215923,0.5380032696653304,334,89,245,538,10
238679,0.5380033227649862,291,87,204,538,10
227980,0.5380033314700758,284,58,226,538,10
230994,0.538003336137494,285,80,205,538,10
226605,0.5380033416202388,308,87,221,538,10
220219,0.5380033862208784,301,66,235,538,10
210083,0.5380034533510257,313,81,232,538,10
224931,0.5380034755198905,338,90,248,538,10
240757,0.5380034903173364,309,74,235,538,10
209279,0.5380035200618543,335,86,249,538,10
203640,0.5380035229277913,300,75,225,538,10
246802,0.5380035697902994,305,66,239,538,10
219564,0.5380036083292268,339,92,247,538,10
218903,0.5380036092108795,277,47,230,538,10
207169,0.5380036298250465,330,91,239,538,10
246945,0.5380036312100654,332,90,242,538,10
226144,0.5380036652772244,305,71,234,538,10
240883,0.5380036843162708,309,77,232,538,10
230414,0.5380037195041583,392,114,278,538,10
204029,0.5380038470282235,323,81,242,538,10
239747,0.5380038503193147,349,85,264,538,10
204097,0.5380038745626998,324,82,242,538,10
227887,0.5380038867556117,321,76,245,538,10
223508,0.5380038974439063,302,77,225,538,10
224556,0.5380039206586754,314,80,234,538,10
212753,0.5380039520004326,318,73,245,538,10
242597,0.5380040470953404,304,82,222,538,10
231249,0.5380040873621547,319,71,248,538,10
237960,0.5380041358337092,341,107,234,538,10
249860,0.5380042272321143,328,82,246,538,10
242968,0.5380042488225188,351,93,258,538,10
202716,0.538004250266577,349,84,265,538,10
235961,0.538004278790086,299,63,236,538,10
222527,0.5380043294142719,319,91,228,538,10
210791,0.5380043319372784,354,95,259,538,10
209958,0.5380043330288586,350,89,261,538,10
241968,0.5380043865041921,318,69,249,538,10
233429,0.5380044232314521,298,77,221,538,10
224375,0.5380044956556312,341,86,255,538,10
244374,0.5380045190216871,286,80,206,538,10
215059,0.5380046162382018,351,88,263,538,10
222048,0.5380046410150204,309,70,239,538,10
211858,0.5380046537307975,339,89,250,538,10
220878,0.5380047070763202,319,94,225,538,10
227576,0.5380048100837127,309,77,232,538,10
241388,0.5380048155647609,325,81,244,538,10
211719,0.5380048266486175,301,75,226,538,10
213337,0.5380048797070087,304,64,240,538,10
205835,0.5380048849615034,309,67,242,538,10
213865,0.5380049489146462,273,67,206,538,10
246047,0.538004949895262,336,85,251,538,10
225990,0.5380049503397224,304,79,225,538,10
244549,0.5380049530326909,354,85,269,538,10
235381,0.5380049878801685,328,90,238,538,10
223598,0.5380050053431658,333,66,267,538,10
240565,0.5380050448300938,287,72,215,538,10
