EventID,Edep_MeV,#PE,#NoisePE,SignalPE,fine_bin,merged_bin
365628,0.0,0,0,0,0,0
195516,5.905067355231666e-05,1,1,0,0,0
239070,0.00010153316886433063,2,1,1,0,0
277846,0.00014769546496398294,1,0,1,0,0
198141,0.0001647847212187902,1,0,1,0,0
110196,0.0003119977674297668,0,0,0,0,0
385127,0.00033398803006776145,3,2,1,0,0
196654,0.00034279538614416744,0,0,0,0,0
317511,0.00036679988838437974,3,2,1,0,0
187382,0.0004061373123561824,2,1,1,0,0
181275,0.0004093666863929129,3,2,1,0,0
126431,0.00041027778093513293,3,2,1,0,0
294289,0.00043511035386963455,2,2,0,0,0
234317,0.00046091454193654337,0,0,0,0,0
198056,0.00050688907679022,4,3,1,0,0
160527,0.000513261183390169,0,0,0,0,0
247284,0.000518246062317056,2,2,0,0,0
178205,0.0005200682734432002,3,2,1,0,0
136937,0.0005215325715067676,3,3,0,0,0
252870,0.0005225451550142312,0,0,0,0,0
211974,0.0005262639688203985,1,0,1,0,0
157836,0.0005274501935703724,4,2,2,0,0
136230,0.0005458722143386662,0,0,0,0,0
264377,0.0005882063421985463,1,1,0,0,0
308428,0.0006161557582378922,2,1,1,0,0
235558,0.0006442112472205222,2,2,0,0,0
250346,0.0006481445606277119,1,0,1,0,0
177111,0.0006499342894170515,4,3,1,0,0
392561,0.0006542280528603989,1,1,0,0,0
109244,0.0006569314715919989,3,2,1,0,0
130148,0.0006582708206641431,0,0,0,0,0
282591,0.0006733445437515546,2,1,1,0,0
104646,0.0006831111967404917,3,2,1,0,0
118164,0.0006884292123803449,2,1,1,0,0
217222,0.0007084037265188962,3,2,1,0,0
208058,0.0007154229434589751,1,1,0,0,0
207427,0.0007302262349021503,1,0,1,0,0
227806,0.0007340567361779891,1,0,1,0,0
124603,0.0007409170638975366,2,1,1,0,0
179457,0.0007430672721575447,0,0,0,0,0
202234,0.0007441452598926566,1,1,0,0,0
191316,0.0007498431467022386,4,3,1,0,0
184714,0.0007618586279502103,1,0,1,0,0
246038,0.0007738168518865667,5,4,1,0,0
225371,0.0007813547565358889,4,3,1,0,0
324762,0.0007861080835108308,2,2,0,0,0
334629,0.0007863344229162668,3,1,2,0,0
357814,0.0007904010960836199,3,3,0,0,0
371322,0.0008037345726285444,3,3,0,0,0
116209,0.0008116577164631231,2,1,1,0,0
105096,0.0008378469954532819,0,0,0,0,0
116344,0.0008669710816022963,2,2,0,0,0
156011,0.0008763947374781515,2,0,2,0,0
204595,0.0008770979978694766,2,1,1,0,0
302847,0.000878134123552407,1,0,1,0,0
118490,0.0008971296168356675,2,1,1,0,0
244208,0.0009027923672437823,1,1,0,0,0
274655,0.0009161846248511485,4,3,1,0,0
180309,0.0009201832522497152,0,0,0,0,0
73884,0.0009203488732677474,2,1,1,0,0
163231,0.0009400436269184924,0,0,0,0,0
264487,0.0009503342837756284,4,3,1,0,0
359173,0.0009565122524931396,0,0,0,0,0
182081,0.0009605452054263237,1,0,1,0,0
281736,0.0009720600319078486,2,1,1,0,0
216418,0.0009724044849164137,2,1,1,0,0
327725,0.000995211748296183,2,1,1,0,0
148249,0.0010017011459382923,2,1,1,1,0
354668,0.0010074991696455051,2,1,1,1,0
285420,0.0010555239949174703,3,2,1,1,0
288610,0.0010628697394535554,1,0,1,1,0
204092,0.0010712712845202625,3,2,1,1,0
234350,0.0010748534694234747,1,0,1,1,0
81706,0.0010758159772282666,2,1,1,1,0
286088,0.001117140722412636,1,1,0,1,0
153038,0.0011326761358863978,3,2,1,1,0
103712,0.001136164843345249,2,1,1,1,0
263477,0.0011441516270953396,0,0,0,1,0
330494,0.0011495000384449912,1,1,0,1,0
353981,0.0011496732978419752,1,0,1,1,0
230604,0.0011816752675472817,4,2,2,1,0
246171,0.0011980426086762308,1,0,1,1,0
208446,0.0012060920813722533,2,2,0,1,0
325726,0.0012067162386264299,10,8,2,1,0
154635,0.0012230138303593418,1,0,1,1,0
116921,0.001229306300131383,0,0,0,1,0
225712,0.0012604581194653683,0,0,0,1,0
146436,0.001263350352987322,2,0,2,1,0
274230,0.00126422282244633,3,2,1,1,0
243834,0.001267235353713026,3,1,2,1,0
238348,0.0012823952442111326,2,2,0,1,0
345061,0.0012880912481767768,1,0,1,1,0
168365,0.001291605220918012,2,1,1,1,0
